PAGARIYA SUPER SHOPEE|||||||||||||
Kot Bazar, DHARANGAON|||||||||||||
ITEM Amount wise Stock Statement From Date 29/01/2026 To 29/01/2026|||||||||||||
Item Name|Size|MRP|Op.Stock|Op.Amt.|Stock In|In Amt.|Stock Out|Out Amt.|Cl.Stock|Cl. Amt.|Profit/Loss|G.P.%|Closing Rate
MAGGI MASALA|560 GM|0|3|294.9|||||3|294.9|||98.3
MAGGI MASALA|560 GM|0|11|984.77|||||11|984.77|||89.5245454545454
MAGGI MASALA|70 GM|0|16|193.06|||2|27.62|14|168.93|3.49|12.6358|12.0664285714286
MAGGI MASALA|75 GM|0|3|28.9|||||3|28.9|||9.63333333333333
MAGGI MASALA|POUCH|0|959|4024.83|||||959|4024.83|||4.19690302398332
MAGGI NDLS MASALA 140GM||0|-37|-727.42|||||-37|-727.42|||19.66
MAGGI NDLS MASALA 280GM||0|-14|-527.52|||||-14|-527.52|||37.68
MAGGI NDLS MASALA 280GM|280 GM|0|2|69.76|||||2|69.76|||34.88
MAGGI NDLS MASALA PBG||0|7|79.09|||||7|79.09|||11.2985714285714
MAGGI NOODLE|140 GM|0|59|1546.39|||1|27.62|58|1520.18|1.41|5.105|26.21
MAGGI PASTA CHESE MACRONI70GM|70 GM|0|-1|-20.48|||||-1|-20.48|||20.48
MAGGI PASTA MASALA|POUCH|0|21|84.38|||||21|84.38|||4.01809523809524
MAGGI PAZZTA M.|65gm|25|1|20.48|||||1|20.48|||20.48
MAGGI PAZZTA MACORONI|70 GM|0|3|60.83|||||3|60.83|||20.2766666666667
MAGGI PAZZTA TOMATO T|64GM|0|3|61.44|||||3|61.44|||20.48
MAGGI R TOMATO KECHUP PICHKU|90GM|16|4|47.21|||||4|47.21|||11.8025
MAGGI RICH TOMATO KETCHUP|200GM|0|8|336.29|||||8|336.29|||42.03625
MAGGI SPECIAL|70 GM|0|10||||||10||||0
MAGGI TIKHA MASALA|40 GM|0|2|15.73|||||2|15.73|||7.865
MAGGI TOMATO SAUCE|200 GM|0|2|97.32|||||2|97.32|||48.66
MAGGI TOMATO SAUCE|500g|98|1|73.96|||||1|73.96|||73.96
MAGGI TOMATO SAUCE HOT AND SWEAT|1|0|2|93.42|||||2|93.42|||46.71
MAGGI VEG ATTA|72.5 GM|0|17|351.53|||||17|351.53|||20.6782352941176
MAGIC COLLECTION|300 GM|0|2||||||2||||0
MAGIC CONE|40 ML|0|143|1005.05|||||143|1005.05|||7.02832167832168
MAGIC HANDWASH|BOTTLE|0|||||||||||65535
MAGIC HANDWASH|POUCH|0|5|35.79|||||5|35.79|||7.158
MAGIC MASALA CHANA|200 GM|0|3|94.26|||||3|94.26|||31.42
MAGIC SLATE|1  PCS|0|||||||||||65535
MAGIC SLATE BIG|1  PCS|0|||||||||||65535
MAGICAL MASALA|POUCH|0|16||||||16||||0
MAGIX DUET|58 GM|0|5|38.53|||||5|38.53|||7.706
MAGIX ORANGE|58GM|0|4|30.82|||||4|30.82|||7.705
MAHABHRUNGARAJ TAIL|300 ML|0|1|198.87|||||1|198.87|||198.87
MAHABHRUNGARAJ TAIL 50ML|50 ML|0|1|65.34|||||1|65.34|||65.34
MAHALAXMI CHIWDA|170GM|0|1|40.92|||||1|40.92|||40.92
MAHALAXMI DHANA POWDER|500 GM|0|1|53.33|||||1|53.33|||53.33
MAHARAJ AACHAR MASALA|100 GM|0|13|334.23|||||13|334.23|||25.71
MAHARAJ TOOR DAL|500GM|0|1||||||1||||0
MAHARAJA TOOR DAL|1KG|0|3||||||3||||0
MAIDA|1 KG|0|-181.058|-6186.15|||||-181.058|-6186.15|||34.1666758718201
MAIDA|1 KG|0|-1.625|-55.72|||||-1.625|-55.72|||34.2892307692308
MAIDA|190GM|0|2||||||2||||0
MAIDA|250 GM|0|11.2|53.45|||||11.2||-53.45||0
MAIDA|500 GM|0|1.75|24.5|||||1.75|24.5|||14
MAIDA CHARMIAR|1 KG|0|28.75|1067.86|||1|45.71|27.75|1030.72|8.57|18.7486|37.1430630630631
MAIDA CHARMIAR|500 GM|0|54.15|1057.21|||||54.15|1057.21|||19.523730378578
MAIDA HEALTHY SEASON|1 KG|0|7|560|||||7|560|||80
MAIDA HEALTHY SEASON|500GM|28|36.5|738.76|||||36.5|738.76|||20.24
MAKA|1 KG|0|-29.03|-522.54|||||-29.03|-522.54|||18
MAKA|250 GM|0|10||||||10||||0
MAKA|500 GM|0|4||||||4||||0
MAKA  POHA|1 KG|0|-17.265|-1899.15|||||-17.265|-1899.15|||110
MAKA  POHA|250 GM|0|69|487.37|||1|14.29|68|480.3|7.22|50.5248|7.06323529411765
MAKA  POHA|500 GM|0|2.1|38|||||2.1|38|||18.0952380952381
MAKA LAHI|1 KG|0|23.1|2656.5|||||23.1|2656.5|||115
MAKA LAHI|100 GM|0|5||||||5||||0
MAKA LAHI|200 GM|0|8||||||8||||0
MAKA POHA|190GM|0|1||||||1||||0
MAKA POHA AMRIT|400GM|0|9|235.71|||||9|235.71|||26.19
MAKAI CHIWDA|400GM|0|||||||||||65535
MAKAI CHIWDA|500 GM|0|3|195|||||3|195|||65
MAKAI CHIWDA 500GM|500 GM|0|-1|-20|||||-1|-20|||20
MAKHANA|100 GM|0|22|20275.2|||||22|20275.2|||921.6
MAKHANA|250 GM|0|20|4523.8|||||20|4523.8|||226.19
MALA MANGO CRUSH|750 ML|0|||||||||||65535
MALA ROSE SYP|750ML|0|||||||||||65535
MALAS FROOGLE FRUITY|240GM|0|13|482.82|||1|45.24|12|445.68|8.1|17.9045|37.14
MALAS KHUS SYURP|750 ML|0|4|394.44|||||4|394.44|||98.61
MALAS MANGO FRUIT SYRUP|750 ML|0|3|323.49|||||3|323.49|||107.83
MALAS ORANGE CRUSH|750 ML|0|2|250.44|||||2|250.44|||125.22
MALAS ORANGE FRUIT SYURP|750 ML|0|||||||||||65535
MALAS PINEAPPLE SYURP|750 ML|0|2|187.82|||||2|187.82|||93.91
MALAS PINEPPLE CRUSH|750 ML|0|||||||||||65535
MALAS STRAWBERRY|750 ML|0|1|116.88|||||1|116.88|||116.88
MALKIST CHEESE BISCUIT|150 GM|0|||||||||||65535
MALKIST CHEESE BISCUIT|72 GM|0|11|184.59|||||11|184.59|||16.7809090909091
MALKIST CHOCLATE BISCUIT|72 GM|0|9|152.54|||||9|152.54|||16.9488888888889
MALOO PANKAJ|1|0|5|250|||||5|250|||50
MAMA FARSAN|500 GM|0|22|1325.9|||||22|1325.9|||60.2681818181818
MAMMY POKO PANT L8|8|0|4|257.5|||||4|257.5|||64.375
MAMMY POKO PANT S1|1|0|4|26.79|||||4|26.79|||6.6975
MAMRA BADAM|250 GM|0|1|535.72|||||1|535.72|||535.72
MAMY POKO L|30 PANTS|0|2|481.93|||||2|481.93|||240.965
MAMY POKO L 14|14 PADS|0|2|278.62|||||2|278.62|||139.31
MAMY POKO L 4|4 PCS|0|3|112.42|||||3|112.42|||37.4733333333333
MAMY POKO L7|7 PCS|0|2|131.55|||||2|131.55|||65.775
MAMY POKO M 16|16 PADS|0|1|140.15|||||1|140.15|||140.15
MAMY POKO M32|32 PCS|0|3|740.52|||||3|740.52|||246.84
MAMY POKO M4|4 PCS|0|4|127.31|||||4|127.31|||31.8275
MAMY POKO M8|8 PCS|0|2|131.55|||||2|131.55|||65.775
MAMY POKO P M-7-12KG|1P|44|2|60.9|||||2|60.9|||30.45
MAMY POKO P M-7-12KG|36PCS|399|2|529.03|||||2|529.03|||264.515
MAMY POKO P STAND M-7-12KG|9PCS|99|-1|-68.55|||||-1|-68.55|||68.55
MAMY POKO PT|1 Pc Big|12|9|80.36|||||9|80.36|||8.92888888888889
MAMY POKO S 20|20 PADS|0|2|257.99|||||2|257.99|||128.995
MAMY POKO S10|10 PCS|0|2|131.55|||||2|131.55|||65.775
MAMY POKO S4|4 PCS|0|3|80.62|||||3|80.62|||26.8733333333333
MAMY POKO S42|42 PCS|0|3|758.28|||||3|758.28|||252.76
MAN MANDIR  AGARBATTI|50 STICK|0|1|16.67|||||1|16.67|||16.67
MAN MANDIR AGARBATTI|30GM|15|26||||||26||||0
MAN MANDIR AGARBATTI|80GM|0|1|15.83|||||1|15.83|||15.83
MANALI BIG TRAY|1|0|1|80|||||1|80|||80
MANALI LARGE TRAY|1|0|2|147.61|||||2|147.61|||73.805
MANALI SMALL BOX|1|0|1|115.24|||||1|115.24|||115.24
MANBHAVAN OIL|1 LIT|0|12.5|1488.09|||||12.5|1488.09|||119.0472
MANCHURIAN KHAKHRA|180|0|||||||||||65535
MANDIR INCENSE STICKS|140 GM|0|1|37.14|||||1|37.14|||37.14
MANGALMURTI MAIDA|1 KG|0|19|551|||||19|551|||29
MANGALMURTI MAIDA|500 GM|0|24|360|||||24|360|||15
MANGO BITE BIGGER|195 GM|0|14|461.96|||||14|461.96|||32.9971428571429
MANGO ICE CREME|100 GM|0|1.5|39|||||1.5|39|||26
MANGO MASTI ICE CREME|90ML|0|4|55.6|||||4|55.6|||13.9
MANGO PICKLE|100 GM|0|5|102.68|||||5|102.68|||20.536
MANGO PICKLE|100g|20|1|21.87|||||1|21.87|||21.87
MANGO PICKLE|200 GM|0|6|235.2|||||6|235.2|||39.2
MANGO PICKLE|300 GM|0|1|65|||||1|65|||65
MANGO PICKLES|200 GM|0|8|185.73|||||8|185.73|||23.21625
MANGO PICKLES|500 GM|0|||||||||||65535
MANGO SANDAE|75 ML|0|27|457.63|||||27|457.63|||16.9492592592593
MANMEET MULTIPURPOSE|1|0|5|783.9|||||5|783.9|||156.78
MANPASANT GULAB JAMUN|200 GM|0|1|32.49|||||1|32.49|||32.49
MANTHAN GULAB|20 N|0|1|16.67|||||1|16.67|||16.67
MAPRO BUTTER SCOTH TOPPING|200ML|0|2|108.94|||||2|108.94|||54.47
MAPRO FRUIT CUBES|100GM|36|2|51.2|||||2|51.2|||25.6
MAPRO KHAS SHARBAT|750 ML|0|2|241.66|||||2|241.66|||120.83
MAPRO MIX FRUIT JAM 1KG|1 KG|0|7|964.25|||||7|964.25|||137.75
MAPRO STRAWBERRY TOPPING200 ML|200 ML|0|1|54.47|||||1|54.47|||54.47
MARATHON BALL PEN|1|0|5|33.93|||||5|33.93|||6.786
MARBELLA PRINT|1  PCS|0|1|35.6|||||1|35.6|||35.6
MARGO SOAP GATTU||0|1|93.22|||||1|93.22|||93.22
MARIE BIS|250 GM|0|16|361.6|||||16|361.6|||22.6
MARIE BIS|300 GM|0|9|238.32|||||9|238.32|||26.48
MARIE BIS 10 RS|68GM|0|18||||||18||||0
MARIE GOLD|117 GM|0|1|13.4|||||1|13.4|||13.4
MARIE GOLD|68GM|0|112|900|||||112|900|||8.03571428571429
MARIE LIGHT|70 GM|0|19|143.52|||||19|143.52|||7.55368421052632
MARIE LIGHT BISCUIT|175GM|0|12|181.29|||||12|181.29|||15.1075
MARIE VEDA|75 GM|0|3|22.86|||||3|22.86|||7.62
MARKER BLACK|1|0|3|33.41|||||3|33.41|||11.1366666666667
MARKER BLUE|1|0|7|77.95|||||7|77.95|||11.1357142857143
MARKER CD|1|0|35|207.74|||||35|207.74|||5.93542857142857
MARKER RED|1|0|9|100.22|||||9|100.22|||11.1355555555556
MARTBAN 1000|1|0|-1|-39.42|||||-1|-39.42|||39.42
MARVELLOUS TRAY|1|0|1|1313.55|||||1|1313.55|||1313.55
MASALA  NOODLES||0|4|31.76|||||4|31.76|||7.94
MASALA BOX|1|0|1|44.49|||||1|44.49|||44.49
MASALA BOX JUMBO||0|1|61.02|||||1|61.02|||61.02
MASALA MAGIC|12*6.50GM|0|-4|-178.4|||||-4|-178.4|||44.6
MASALA PURI|250 GM|0|13|520|||||13|520|||40
MASHI SHOP 1KG|1KG|0|4.4|502.86|||||4.4|502.86|||114.286363636364
MASHI SOUFF|100 GM|0|-0.6||||||-0.6||||0
MASHI SOUFF|250 GM|0|-1.6||||||-1.6||||0
MASHI SOUFF|50 GM|0|17||||||17||||0
MASI SHOAP|1 KG|0|8.9|847.62|||||8.9|847.62|||95.238202247191
MASK||0|1|2.92|||||1|2.92|||2.92
MAST JEERA JAR||0|4|121.04|||||4|121.04|||30.26
MASTER MIND PENCIL BOX|1|0|2|83.73|||||2|83.73|||41.865
MASTER SPICE TRAY|1|0|3|489|||||3|489|||163
MASTH TEA|100 GM|0|1||||||1||||0
MASTH TEA|250 GM|0|-5|-363.1|||||-5|-363.1|||72.62
MASTOLA OIL|100 ML|0|9|197.1|||||9|197.1|||21.9
MASTOLA OIL|500 ML|0|1|56.19|||||1|56.19|||56.19
MASUR|1 KG|0|5.5|396|||||5.5|396|||72
MASUR|250 GM|0|5.5|30.94|||||5.5||-30.94||0
MASUR|500 GM|0|3.5|210|||||3.5||-210||0
MASUR DAL|1KG|0|12.957|1023.6|||||12.957|1023.6|||78.9997684649224
MASUR DAL|500GM|0|8|722.29|||||8||-722.29||0
MASUR DAL  250GM|250 GM|0|7.5|155.18|||||7.5||-155.18||0
MATH|1KG|0|-305.642|-27507.78|||||-305.642|-27507.78|||90
MATH|250 GM|0|10|266.67|||||10||-266.67||0
MATH|500GM|0|15.5|1767|||||15.5||-1767||0
MATH|LOOSE|0|-0.09|-135|||||-0.09|-135|||1500
MATH DAL|01kg|0|-25.182|-1435.37|||||-25.182|-1435.37|||56.9998411563815
MATH DAL|250 GM|0|8|124.36|||||8||-124.36||0
MATH DAL|500 GM|0|5.5|380.53|||||5.5|380.53|||69.1872727272727
MATH DAL|LOOSE|0|1.53||||||1.53||||0
MATKA KULFI|100 ML|0|2|67.8|||||2|67.8|||33.9
MAVA MALAII|1  PCS|0|4|27.8|||||4|27.8|||6.95
MAXKLEEN CITRUS|500 ML|0|3|226.5|||||3|226.5|||75.5
MAXO A G COIL|1PKT|32|-1|-24.65|||||-1|-24.65|||24.65
MAXO COIL|30Pis|64|2|121.93|||||2|121.93|||60.965
MAXO LIQUID|45ngt|63|9|382.21|||||9|382.21|||42.4677777777778
MAXRITER|1|0|7||||||7||||0
MAXRITER|PEN|0|-1||||||-1||||0
MAXTRON|1|0|2|71.43|||||2|71.43|||35.715
MAXTRON REFIL|1|0|1|14.73|||||1|14.73|||14.73
MAXX MACHO CHILLI|POUCH|0|4|31.08|||||4|31.08|||7.77
MAXX SIZZLIN HOT|POUCH|0|3|23.31|||||3|23.31|||7.77
MAYBELLINE KAJAL|1|0|2|217.31|||||2|217.31|||108.655
MAYFAIR PEN|PEN|0|4|12.34|||||4|12.34|||3.085
MAYONNAISE|100 GM|0|10|363.6|||||10|363.6|||36.36
MAYONNAISE|100 GM|0|1|36.52|||||1|36.52|||36.52
MAYONNAISE|85GM|0|14|318.64|||||14|318.64|||22.76
MAYONNAISE|85GM|0|5|141.63|||||5|141.63|||28.326
MAYONNAISE FRIED GARLIC|180GM|0|2|76.5|||||2|76.5|||38.25
MAYONNAISE HOT AND SPICY|180GM|0|3|114.75|||||3|114.75|||38.25
MAYONNAISE SCHEZWAN|180GM|0|3|114.75|||||3|114.75|||38.25
MAYSORE SANDAL TALC|100 GM|0|1|24.32|||||1|24.32|||24.32
MAYUR 0 NO SEV|500 GM|0|25|1726.13|||||25|1726.13|||69.0452
MAYUR 0 NO SEV|500 GM|0|-5|-309.5|||||-5|-309.5|||61.9
MAYUR 200|200 GM|0|20|552.36|||||20|552.36|||27.618
MAYUR BUNDI|200 GM|0|1|16.76|||||1|16.76|||16.76
MAYUR CHANA DAL|500 GM|0|8|460.92|||||8|460.92|||57.615
MAYUR CHANA DAL|500 GM|0|9|565.7|||||9|565.7|||62.8555555555556
MAYUR CHIWDA|500 GM|0|6|357.12|||||6|357.12|||59.52
MAYUR DAL MASUR|500 GM|0|13|473.46|||||13|473.46|||36.42
MAYUR DELUXE MIX|500 GM|0|5|309.5|||||5|309.5|||61.9
MAYUR KHATA MITTHA|200 GM|0|5|83.81|||||5|83.81|||16.762
MAYUR KHATTA MITTA MIX|500|0|8|544.76|||||8|544.76|||68.095
MAYUR KOLHPURI BHEL|400GM|0|11|471.35|||||11|471.35|||42.85
MAYUR LASAN MIX|200 GM|0|3|50.29|||||3|50.29|||16.7633333333333
MAYUR LASUN CHIWDA|500 GM|0|17|1157.62|||||17|1157.62|||68.0952941176471
MAYUR LAVANG SEV|200 GM|0|6|144|||||6|144|||24
MAYUR LAVANG SEV|500 GM|0|4|209.52|||||4|209.52|||52.38
MAYUR MAKA CHIWDA|500 GM|0|-1|-68.1|||||-1|-68.1|||68.1
MAYUR MIX FARSAN|200 GM|0|7|125.33|||||7|125.33|||17.9042857142857
MAYUR MIX FARSAN|500 GM|0|4|190|||||4|190|||47.5
MAYUR MOONG DAL|500 GM|0|6|399.99|||||6|399.99|||66.665
MAYUR PAPDI|500 GM|0|2|100|||||2|100|||50
MAYUR RADHE RADHE|500 GM|0|2|128.57|||||2|128.57|||64.285
MAYUR RATLAMI|200 GM|0|1|16.76|||||1|16.76|||16.76
MAYUR RATLAMI|500 GM|0|15|714.23|||||15|714.23|||47.6153333333333
MAYUR RATLAMI|500 GM|0|-5|-321.43|||||-5|-321.43|||64.286
MAYUR SABJI SHEV|500 GM|0|19|1311.86|||||19|1311.86|||69.0452631578947
MAYUR SEV|200 GM|0|2|33.52|||||2|33.52|||16.76
MAYUR SEV|500 GM|0|2|80.95|||||2|80.95|||40.475
MAYUR SP MIXTURE|500 GM|0|-14|-899.99|||||-14|-899.99|||64.285
MAYUR TIGER MIX|500 GM|0|1|61.9|||||1|61.9|||61.9
MAYURI MEHINDI|15 GM|0|31|157.64|||||31|157.64|||5.08516129032258
MAYURI MEHINDI|25 GM|0|2|22.07|||||2|22.07|||11.035
MAZAFATI DATES|600 GM|0|5|687.5|||||5|687.5|||137.5
MAZELO BIGGER|198 GM|0|6|190.61|||||6|190.61|||31.7683333333333
MAZELO FRUIT GANG|POUCH|0|3|142.5|||||3|142.5|||47.5
ME MUSCLE F.C.||0|22|2173.73|||||22|2173.73|||98.8059090909091
MEAT MASALA|10 GM|0|6|38.1|||||6|38.1|||6.35
MEAT MASALA|100 GM|0|1|53.97|||||1|53.97|||53.97
MEAT MASALA|50 GM|0|10|298.66|||||10|298.66|||29.866
MEAT MASALA|50 GM|0|15|300|||||15|300|||20
MEDIKAR POUCH|1|0|9|36|||||9|36|||4
MEDIKER SHAMPOO|9 ML|0|-0.5|-4.06|||||-0.5|-4.06|||8.12
MEDIMIX AYURVEDIC|125 GM|0|11|354.89|||||11|354.89|||32.2627272727273
MEDIMIX AYURVEDIC|2*125 GM|0|1|66.57|||||1|66.57|||66.57
MEDIMIX AYURVEDIC|3*125GM|0|2.334|125.87|||||2.334|125.87|||53.9288774635818
MEDIMIX AYURVEDIC|75|0|21||||||21||||0
MEDIMIX SAOP AYURVEDIC|3*125GM|93|7|980|||||7|980|||140
MEDIMIX SOAP|125 GM|0|2|61.63|||||2|61.63|||30.815
MEDIMIX SOAP|3*125GM|0|1|77.66|||||1|77.66|||77.66
MEDIMIX SOAP|5*50GM|0|34|1089.9|||1|45.24|33|1057.84|13.18|29.1335|32.0557575757576
MEDIMIX SOAP|5*75 GM|0|-0.155|-15.48|||||-0.155|-15.48|||99.8709677419355
MEDIMIX SOAP|6*75GM|115|2.057|339.2|||||2.057|339.2|||164.90034030141
MEDINI SANDAL DHOOP|20|0|1|9|||||1|9|||9
MEDIUM RAJGIRA LADU||0|-38|-288.8|||||-38|-288.8|||7.6
MEERA COCONUT OIL 100ML|100 ML|0|1|33.43|||||1|33.43|||33.43
MEERA ROUGH BOOK|132|0|8|114.29|||||8|114.29|||14.28625
MEERA ROUGH BOOK|228|0|1|19.64|||||1|19.64|||19.64
MEGHA MEHINDI|POUCH|0|1|29.36|||||1|29.36|||29.36
MEGHA MEHINDI|POUCH|0|5|182.2|||||5|182.2|||36.44
MEGHA MEHINDI BROWN|POUCH|0|10|364.41|||||10|364.41|||36.441
MEGLOW LIP SHINER|15 GM|0|1|18.04|||||1|18.04|||18.04
MELLO JELS FRUIT GUMS|150 GM|0|1|35.71|||||1|35.71|||35.71
MELLO JELS ORANGE|150 GM|0|4|142.84|||||4|142.84|||35.71
MELODY CHOCO|172.5 GM|0|23|843.33|||||23|843.33|||36.6665217391304
MELODY CHOCO|POUCH|0|1|37.3|||||1|37.3|||37.3
MELODY CHOCO 195.5GM|1PCK|0|-2|-146.67|||||-2|-146.67|||73.335
MENS FAIR @LOVELY|20 GM|0|3|80.09|||||3|80.09|||26.6966666666667
MENTOS|28.6 GM|0|33|271.04|||||33|271.04|||8.21333333333333
MERA SAI CHANDAN|POUCH|0|||||||||||65535
MERA SAI DHOOP|20 STICK|0|1|11.9|||||1|11.9|||11.9
MERA SAI GUGAL|20 STICK|0|||||||||||65535
MERA SAI GULAB|POUCH|0|1|11.9|||||1|11.9|||11.9
MERA SAI MOGRA|20 STICK|0|1|11.9|||||1|11.9|||11.9
MERA SAI ROSE|20 STICK|0|6|71.4|||||6|71.4|||11.9
MESWAK C ORAL CARE PASTE|100GM|49|4|152.54|||||4|152.54|||38.135
MESWAK PASTE|100 GM|0|4|215.44|||||4|215.44|||53.86
MESWAK PASTE|2*150 GM|0|52|16525.43|||||52|16525.43|||317.796730769231
MESWAK PASTE|200 GM|0|6|679.5|||||6|679.5|||113.25
MESWAK PASTE|50 GM|0|9|140.22|||||9|140.22|||15.58
MESWAK PASTE|50GM|20|2|30.51|||||2|30.51|||15.255
METH|100 GM|0|0.25||||||0.25||||0
METHI|1 KG|0|22.95|2295|||||22.95|2295|||100
METHI|1 KG|0|-0.975|-62.21|||||-0.975|-62.21|||63.8051282051282
METHI|1 KG|0|11.55|1097.25|||||11.55|1097.25|||95
METHI|100 GM|0|6.9|90.33|||||6.9||-90.33||0
METHI|250 GM|0|7.3|86.91|||||7.3|86.91|||11.9054794520548
METHI|250GM|0|-0.025||||||-0.025||||0
METHI|250GM|0|11|217.71|||1|25|10||-192.71|-770.84|0
METHI|500 GM|0|4|190|||||4||-190||0
METHI|500GM|0|-2||||||-2||||0
METHI ATTA|200 GM|0|15||||||15||||0
METHI POWDER|170GM|0|1||||||1||||0
METHI POWDER|200 GM|0|1|26|||||1|26|||26
MEXILLA CHIPS|42 GM|0|2|15.18|||||2|15.18|||7.59
MICKEY BIG LUNCH BOX|1 PCS|0|2|96.61|||||2|96.61|||48.305
MILANO CHIOCO DELIGHT||0|4|104.88|||||4|104.88|||26.22
MILANO CHOCLATE CHIP|25 GM|0|1|7.57|||||1|7.57|||7.57
MILANO CHOCLATE CHIP|75 GM|0|6|133.47|||||6|133.47|||22.245
MILANO CHOCO DELIGHT|250 GM|0|4|352.3|||||4|352.3|||88.075
MILANO VANILA|25 GM|0|1|7.57|||||1|7.57|||7.57
MILK BIKIS||0|5|38.16|||||5|38.16|||7.632
MILK BIKIS|200 GM|0|5|95.34|||||5|95.34|||19.068
MILK BIKIS|55GM|0|-6|-45.8|||||-6|-45.8|||7.63333333333333
MILK BIKIS|67 GM|0|5|36.64|||||5|36.64|||7.328
MILK BIKIS|76 GM|0|6|46.26|||||6|46.26|||7.71
MILK BREAD|200 GM|0|5|127.6|||||5|127.6|||25.52
MILK CREME|62GM|0|2|15.14|||||2|15.14|||7.57
MILK MUG|1|0|2|100|||||2|100|||50
MILK POWDER|200 GM|0|9|723.87|||||9|723.87|||80.43
MILK SHAKE|POUCH|0|1|33.92|||||1|33.92|||33.92
MILK SHAKTI|126 GM|10|68|509.37|||||68|509.37|||7.49073529411765
MILK SHAKTI|60 GM|0|26|180.34|||||26|180.34|||6.93615384615385
MILK THINZ|70 GM|0|33|249.81|||||33|249.81|||7.57
MILKUIT BISCUIT|200 GM|0|2|30.28|||||2|30.28|||15.14
MILKUIT BISCUIT|90 GM|0|-1|-7.57|||||-1|-7.57|||7.57
MILKYBAR|20 GM|0|2|15.86|||||2|15.86|||7.93
MINI CHOCOBAR|35ML|0|197|1384.58|||2|19.05|195|1370.52|4.99|26.1942|7.02830769230769
MINI GOLD KIT|52 GM|0|1|130.88|||||1|130.88|||130.88
MINI JAGGERY|450 GM|0|1|50|||||1|50|||50
MINT TULSI SOAP|125 GM|0|5|222.22|||||5|222.22|||44.444
MIRCHI MASALA|POUCH|0|1|7.62|||||1|7.62|||7.62
MIRCHI POWDER|1 KG|0|1||||||1||||0
MISAL MASALA|1PC|0|||||||||||65535
MISAL MIX|200 GM|0|1|29.11|||||1|29.11|||29.11
MISAL MIX|500 GM|0|11|864.28|||1|85.71|10|785.71|7.14|8.3304|78.571
MISAL MIX|POUCH|0|5|38.05|||||5|38.05|||7.61
MITHA|100 GM|0|1|14|||||1|14|||14
MITHA FARALI CHIWDA|POUCH|0|1|7.59|||||1|7.59|||7.59
MITHAS BASMATI RICE|1 KG|0|1|78|||||1|78|||78
MITTHA BANDAN|1|0|1|110|||||1|110|||110
MIX CHIKKI|100 GM|0|15|214.5|||||15|214.5|||14.3
MIX CHIKKI|100 GM|0|12|171.43|||||12|171.43|||14.2858333333333
MIX CHIKKI|100 GM|0|19|296.59|||||19|296.59|||15.61
MIX FLOOR|956 GM|0|1||||||1||||0
MIX GARAM MASALA|25 GM|0|14||||||14||||0
MIX GARAM MASALA|50 GM|0|8||||||8||||0
MIX KHADA MASALA|50 GM|0|11|629.2|||||11|629.2|||57.2
MIX KHADA MASALA RS 10|POUCH|0|2|15.09|||||2|15.09|||7.545
MIX MSALA||0|2|15.24|||||2|15.24|||7.62
MIX PICKLE|200 GM|0|1|33.82|||||1|33.82|||33.82
MIX PICKLE|325 GM|0|1|51.79|||||1|51.79|||51.79
MIXED DRY FRUIT 50GM|50 GM|0|1||||||1||||0
MIXED HERBS|POUCH|0|9|102.78|||||9|102.78|||11.42
MIXED PICKLES|200 GM|0|3|69.65|||||3|69.65|||23.2166666666667
MIXTURE|200 GM|0|13|348.27|||||13|348.27|||26.79
MOBILE KHAKHARA|100GM|0|30|858|||||30|858|||28.6
MOCKTAIL|750 ML|0|1|171.44|||||1|171.44|||171.44
MOCKTAIL GLASS SET|2PCS|0|4|288.14|||||4|288.14|||72.035
MOD KANY MUG  PRINTED|1|0|1|19.75|||||1|19.75|||19.75
MOD MORBATAN 1200 PET JAR|1|0|1|48.35|||||1|48.35|||48.35
MODERN MOP|1 PCS|0|1|66.11|||||1|66.11|||66.11
MODULAR INSULATED WATER JAR|2000|0|1|131.79|||||1|131.79|||131.79
MOGRA|125 GM|0|1||||||1||||0
MOGRA AGARBATTI|23 GM|0|5|33.85|||||5|33.85|||6.77
MOGRA COOLER|25 ML|0|1|30|||||1|30|||30
MOGRA DHOOP|20 STICK|0|||||||||||65535
MOGRA SOAP|125 GM|0|2|120.56|||||2|120.56|||60.28
MOHAN KHARATA|1|0|20|500|||||20|500|||25
MOHANI BIG CUP TEA|1KG|0|2|631.72|||||2|631.72|||315.86
MOHANI BIG CUP TEA|500GM|0|3|485.72|||||3|485.72|||161.906666666667
MOHANI TEA|1 KG|0|6|1885.74|||||6|1885.74|||314.29
MOHANI TEA|250 GM|0|1|78.97|||||1|78.97|||78.97
MOHINI GUM|1  PCS|0|||||||||||65535
MOM BUTTER OFFER PACK||0|10|593.76|||||10|593.76|||59.376
MOM MAGIC|100 GM|0|58|860.82|||||58|860.82|||14.841724137931
MOM MAGIC|116 GM|0|3|45.46|||||3|45.46|||15.1533333333333
MOM MAGIC|200 GM|0|14|531.3|||||14|531.3|||37.95
MOM MAGIC|25 GM|0|5||||||5||||0
MOM MAGIC|600 GM|0|-3|-315|||||-3|-315|||105
MOM MAGIC|94.50 GM|0|23.5|601.63|||||23.5|601.63|||25.6012765957447
MOMS MAGIC|200 GM|0|1|38.66|||||1|38.66|||38.66
MOMS MAGIC|60 GM|0|34|259.18|||||34|259.18|||7.62294117647059
MOMS MAGIC NUTS|60 GM|0|21|162.33|||||21|162.33|||7.73
